BOF Annual Report #,Subject,Proposed By,Action,Subject Details,Sources Cited (Subject),Proposer Details,Sources Cited (Proposer),Recommend Deeper Dive?,Recommendation Reasoning,source_sheet,subject_text,action_text,reasoning_text,proposer_text,status,technology_clusters,primary_cluster,proposer_type,year,is_approved,is_rejected,is_investigating,source_file
1898-1899,Air ships,G. L. H. Muehe,Not recommended, , , , ,No, ,Sheet1,Air ships,Not recommended,,G. L. H. Muehe,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Air ships,Beecher Moore,Not recommended, , , , ,No, ,Sheet1,Air ships,Not recommended,,Beecher Moore,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,"Morgan Engineering Co., remission of penalty",Secretary of War,Allotment, , , , ,No,"Not an invention, topic that was discussed",Sheet1,"Morgan Engineering Co., remission of penalty",Allotment,"Not an invention, topic that was discussed",Secretary of War,Investigating,['Fortification and Engineering'],Fortification and Engineering,Government,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Models of ordnance materials,Lieut. A.T. Dawson,Inspected, , , , ,No,Not an invention,Sheet1,Models of ordnance materials,Inspected,Not an invention,Lieut. A.T. Dawson,Investigating,['Artillery'],Artillery,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Vickers 6-inch R. F. gun,"Vickers Sons & Maxim, Ltdl",Secretary of the Navy to report,The Vickers 6-inch Mark VII Gun was a British coastal defense and ship-mounted cannon developed in 1899. It was extensive use by Britain until 1959 as a Naval gun. Vickers unsuccesfully tried to sell the gun to the US.,https://en.wikipedia.org/wiki/BL_6-inch_Mk_VII_naval_gun,"Vickers was a prominent British Arms Manufactures that developed numerous historically relevant weapons like the Vickers machine gun, Vickers 6-ton tank, and the Royal Navy's First submarine.",https://en.wikipedia.org/wiki/Vickers,Yes,Interesting example of international interaction in military innovation,Sheet1,Vickers 6-inch R. F. gun,Secretary of the Navy to report,Interesting example of international interaction in military innovation,"Vickers Sons & Maxim, Ltdl",Investigating,['Artillery'],Artillery,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Equipment carrier,Chas. P. Nutter,Allotment,Proposer received allotment (98-99) but was ultimately rejected (1900),"Annual Report of the Board of Ordnance and Fortification, 1900",Unknown, ,No,No information,Sheet1,Equipment carrier,Allotment,No information,Chas. P. Nutter,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,"Thorite, expenses incurred in meeting requirements for test",H. P. Tuttle,Allotment,See line 63, , , ,Yes, ,Sheet1,"Thorite, expenses incurred in meeting requirements for test",Allotment,,H. P. Tuttle,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,"Purchase of thorite, proposition",H. P. Tuttle,Recommended,See line 63, , , ,Yes, ,Sheet1,"Purchase of thorite, proposition",Recommended,,H. P. Tuttle,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Lewis and Rafforty position finders,Chief of Ordnance,Recommendations as to purchase, , , , ,, ,Sheet1,Lewis and Rafforty position finders,Recommendations as to purchase,,Chief of Ordnance,Investigating,[],Other/Unclassified,Government,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Halpine torpedo,Torpedo Roard,Lieutenant Halpine to report in 60 days, , , , ,, ,Sheet1,Halpine torpedo,Lieutenant Halpine to report in 60 days,,Torpedo Roard,Investigating,['Explosives'],Explosives,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Device for moving plotting-board arm,Robt. J. Sheehy,Action deffered, , , , ,, ,Sheet1,Device for moving plotting-board arm,Action deffered,,Robt. J. Sheehy,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Modification in system of fire control,Capt. G. N. Whistler,Recorder to prepare estimates,This project was not a civilian submission but rather an internal officer-led project by G. N. Whistler. It was developed to track the course of a ship and formed the basis of the remarkably succesful Whistler-Hearn plotting board which was adopted by the US Navy. It became a core tool in the US Navy fire-control system.,https://en.wikipedia.org/wiki/Plotting_board?utm_source=chatgpt.com,Information is unavailable about Captain Whistler, ,Yes,"Very important breakthrough in Navy Fire Control, definitely worthy of further research.",Sheet1,Modification in system of fire control,Recorder to prepare estimates,"Very important breakthrough in Navy Fire Control, definitely worthy of further research.",Capt. G. N. Whistler,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Intrenching tool,John C. Michie,Postponed, , , , ,No, ,Sheet1,Intrenching tool,Postponed,,John C. Michie,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Mortar howitzers for use in Philippines,Capt. E. L. Zalinski,Filed, , , , ,No, ,Sheet1,Mortar howitzers for use in Philippines,Filed,,Capt. E. L. Zalinski,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Bomb-dropping device,George C. Short,Filed, , , , ,No, ,Sheet1,Bomb-dropping device,Filed,,George C. Short,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Traction and holsting engine,J. E. Jeffries,Not recommended, , , , ,No, ,Sheet1,Traction and holsting engine,Not recommended,,J. E. Jeffries,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Combination cane and gun,Ernest Jacobson,Not recommended, , , , ,No, ,Sheet1,Combination cane and gun,Not recommended,,Ernest Jacobson,Investigating,['Artillery'],Artillery,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Gasoline shell,A. M. Stiles,Not recommended, , , , ,No, ,Sheet1,Gasoline shell,Not recommended,,A. M. Stiles,Investigating,['Explosives'],Explosives,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Artillery shield,C. H. Frybarger,Not recommended, , , , ,No, ,Sheet1,Artillery shield,Not recommended,,C. H. Frybarger,Investigating,['Armor and Protection'],Armor and Protection,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Ballistic board,Capt. Sedgwick Pratt,Allotment, , , , ,No,"Service as a secretary of a Board Committee, not an invention",Sheet1,Ballistic board,Allotment,"Service as a secretary of a Board Committee, not an invention",Capt. Sedgwick Pratt,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Traveling battery,G. S. Adams,Not recommended, , , , ,No, ,Sheet1,Traveling battery,Not recommended,,G. S. Adams,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Principles of shell construction,George Blackmaп,Not adopted, , , , ,No, ,Sheet1,Principles of shell construction,Not adopted,,George Blackmaп,Approved,['Explosives'],Explosives,Private,1898,1,0,0,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Guidable air ship,"Edward Pfeifer, sr",Not recommended, , , , ,No, ,Sheet1,Guidable air ship,Not recommended,,"Edward Pfeifer, sr",Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Bullet screen,R. Rehmenklau,Not recommended, , , , ,No, ,Sheet1,Bullet screen,Not recommended,,R. Rehmenklau,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Fragmentary shell,J. S. Cavney,Not recommended, , , , ,No, ,Sheet1,Fragmentary shell,Not recommended,,J. S. Cavney,Investigating,['Explosives'],Explosives,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Ropeating firearm,Enalyay Kalman,Referred to ordnance member, , , , ,No, ,Sheet1,Ropeating firearm,Referred to ordnance member,,Enalyay Kalman,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Ordnance materials,Hudson Maxim,Referred to ordnance member, , , THE Hudson Maxim, ,No," Despite the fame of the submitter, the projecter does not seem to have developed further",Sheet1,Ordnance materials,Referred to ordnance member,"Despite the fame of the submitter, the projecter does not seem to have developed further",Hudson Maxim,Investigating,['Artillery'],Artillery,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Cartridge belt,Charles F. Batt,Allotment, , , , ,No, ,Sheet1,Cartridge belt,Allotment,,Charles F. Batt,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,System of throwing high explosives,A. R. R. Ashton,Postponed, , , , ,No, ,Sheet1,System of throwing high explosives,Postponed,,A. R. R. Ashton,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Gun construction,Zach T. Hoskins,Not recommended, , , , ,No, ,Sheet1,Gun construction,Not recommended,,Zach T. Hoskins,Investigating,['Artillery'],Artillery,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
1898-1899,Device for sighting,Wm. G. Sirrine,Not recommended, , , , ,No, ,Sheet1,Device for sighting,Not recommended,,Wm. G. Sirrine,Investigating,[],Other/Unclassified,Private,1898,0,0,1,Copy of Subjects Considered 1898-1899.xlsx
