BOF Annual Report #,Subject,Proposed By,Action,Subject Details,Sources Cited (Subject),Proposer Details,Sources Cited (Proposer),Recommend Deeper Dive?,Recommendation Reasoning,source_sheet,subject_text,action_text,reasoning_text,proposer_text,status,technology_clusters,primary_cluster,proposer_type,year,is_approved,is_rejected,is_investigating,source_file
,Test of cement plastering for fire-control stations,Chief of Engineers.,,"“The final fire control structure is a two‑bay wood and plaster building that was 40 ft long overall, constructed in 1907… built in a 15 ft deep pit, with only its observation windows likely projecting above ground level… the only remains of one of the early wood and plaster fire control buildings that were so prevalent throughout Boston's harbor defenses in the period 1905–1925.” Unlike raw wood structures, cement plastering made them more weather-resistant and durable against coastal moisture, salt, and wind.Wood-framed, cement-plastered structures were cheaper and faster to build than full concrete bunkers. This allowed the U.S. Army to quickly scale up its network of fire-control stations across dozens of coastal forts. ",https://en.wikipedia.org/wiki/Fort_Andrews,,,Yes,These stations housed instruments (like coincidence rangefinders and azimuth telescopes) and relayed target coordinates to coastal gun batteries.,Sheet1,Test of cement plastering for fire-control stations,nan,These stations housed instruments (like coincidence rangefinders and azimuth telescopes) and relayed target coordinates to coastal gun batteries.,Chief of Engineers.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Report of test of floating target,Maj. E. M. Weaver.,,,,"U.S. Army officer who served prominently in the Coast Artillery Corps. He later became the first Chief of the Army’s Coast Artillery Corps and the first Chief of the Militia Bureau. He graduated from West Point in 1875, taught military science and engineering, studied at MIT, and had a long service career, eventually reaching Major General. Weaver’s positions—especially as Chief of Coast Artillery (1911–1918)—placed him in proximity to ordnance decisions that included armor, artillery fuzes, rangefinders, and fortification defense systems.",https://en.wikipedia.org/wiki/Erasmus_M._Weaver_Jr.,,,Sheet1,Report of test of floating target,nan,nan,Maj. E. M. Weaver.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Test of subtarget gun machines,H. C. Wilson.,,,,,,,,Sheet1,Test of subtarget gun machines,nan,nan,H. C. Wilson.,Investigating,['Artillery'],Artillery,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Payment for range finder,Bethlehem Steel Co.,,,,,,,,Sheet1,Payment for range finder,nan,nan,Bethlehem Steel Co.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Revolver attachment for musket,John Adrianson.,,"U.S. patent (no. 839,978) filed on January 1, 1907, titled “revolver attachment for guns” . 
",https://www.archivingindustry.com/Gunsandgunmakers/directory-a.pdf,,,No,"By 1906, militaries had already adopted true repeating rifles, making external revolver attachments obsolete.",Sheet1,Revolver attachment for musket,nan,"By 1906, militaries had already adopted true repeating rifles, making external revolver attachments obsolete.",John Adrianson.,Investigating,['Small Arms'],Small Arms,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Detachable revolver stock,Daniel B. Martin.,,"Franted U.S. Patent No. 815,609 on March 20, 1906, titled “Detachable Stock for Revolvers.” This invention provided a means to attach a shoulder stock to a handgun, effectively converting it into a carbine-like firearm.",https://patents.google.com/patent/US815609A/en,,,No,"Fixed, purpose‑built carbines and bolt‑action rifles became preferred for most military roles.",Sheet1,Detachable revolver stock,nan,"Fixed, purpose‑built carbines and bolt‑action rifles became preferred for most military roles.",Daniel B. Martin.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Sectional projectile,Alex. V. Trust.,,,,,,,,Sheet1,Sectional projectile,nan,nan,Alex. V. Trust.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Repeating rifle,Abruzzo Michele and Bernard Gasparro.,,"U.S. Patent No. US819153A, titled ""Repeating firearm or rifle"", granted May 1, 1906 for a design filed on September 28, 1904, by inventor Abruzzo Michele, with Bernard Gasparro as the assignee. The invention describes a spring-actuated repeating system. Represents a technical approach to repeating-fire capability in small arms—using mechanical conveyors and vertically actuated breech motion.",https://patents.google.com/patent/US819153A/en,,,No,"U.S. military embraced bolt-action rifles like the Springfield M1903 and later semi-automatic designs, not like this gun. ",Sheet1,Repeating rifle,nan,"U.S. military embraced bolt-action rifles like the Springfield M1903 and later semi-automatic designs, not like this gun.",Abruzzo Michele and Bernard Gasparro.,Investigating,['Small Arms'],Small Arms,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Bomb for dropping from balloons,J. W. Gambee.,,"Possibly similar: the first aggressive use of balloons in warfare occurred in 1849 during the First Italian War of Independence. Due to changes in wind direction after launch, most of the balloons missed their target.",,,,No,"By the early 1900s, militaries had largely abandoned balloon bombs in favor of artillery, airships, and manned aircraft bombing systems.",Sheet1,Bomb for dropping from balloons,nan,"By the early 1900s, militaries had largely abandoned balloon bombs in favor of artillery, airships, and manned aircraft bombing systems.",J. W. Gambee.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Report of Reynolds flying machine,Capt. A. A. Fries.,,,,"In 1906, Captain Amos A. Fries of the U.S. Army Corps of Engineers was appointed as the chief engineer of the Los Angeles District, replacing Capt. Charles McKinstry. His responsibilities included overseeing development of the growing Port of Los Angeles, an important civil-military engineering project.",https://sbhistoryblog.wordpress.com/2024/01/12/army-general-amos-fries-played-a-huge-role-in-developing-the-port-of-los-angeles,,,Sheet1,Report of Reynolds flying machine,nan,nan,Capt. A. A. Fries.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Patent application of Col. S. A. Day,Maj. George E. Pickett.,,,,,,,,Sheet1,Patent application of Col. S. A. Day,nan,nan,Maj. George E. Pickett.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,"Invention, not described",Sam Carter.,,,,,,,,Sheet1,"Invention, not described",nan,nan,Sam Carter.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Fire extinguisher,Jacob Essig.,,,,,,,,Sheet1,Fire extinguisher,nan,nan,Jacob Essig.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Detachable spade handle,Fried. Muller.,,,,,,,,Sheet1,Detachable spade handle,nan,nan,Fried. Muller.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
,Kite for carrying signals,J. S. Love.,,"Possibly similar: By 1905, the U.S. Army Signal Corps was experimenting with kite-supported radio antennas—notably the King kite, developed by Sgt. Thomas I. King, used with early wireless equipment.",https://en.wikipedia.org/wiki/Military_radio_antenna_kites,,,Yes,"If similar: U.S. was experimenting with radio but still relied heavily on visual signals (flags, lights, heliographs). Kites could elevate signal flags/lights for long-distance visibility and antennae for early wireless sets (Signal Corps was testing this). ",Sheet1,Kite for carrying signals,nan,"If similar: U.S. was experimenting with radio but still relied heavily on visual signals (flags, lights, heliographs). Kites could elevate signal flags/lights for long-distance visibility and antennae for early wireless sets (Signal Corps was testing this).",J. S. Love.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
